step,transaction_id,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,country,hour,isFraud
20,TXN0001508,CASH_IN,292.02,C1476046,424715.04,424423.01999999996,C8660865,68809.94,194715.91,US,21,0
21,TXN0001509,PAYMENT,4698.79,C8482755,162256.2,157557.41,M1801936,52634.74,158728.2,BR,20,0
22,TXN0001510,PAYMENT,24.94,C6400269,376659.58,376634.64,M7733046,168943.97,171329.27,GB,5,0
23,TXN0001511,TRANSFER,166.12,C4818006,414341.56,414175.44,C6310561,81213.05,124359.95,US,23,0
24,TXN0001512,CASH_OUT,58.34,C7420579,132340.2,132281.86000000002,C4391499,87553.82,72292.64,MX,11,0
25,TXN0001513,PAYMENT,5.85,C3827685,7963.67,7957.82,M6415010,181766.07,140045.66,US,9,0
26,TXN0001514,CASH_OUT,207.4,C3984802,309235.49,309028.08999999997,C7676849,119593.88,175386.61,US,2,0
27,TXN0001515,TRANSFER,191.81,C5418616,357944.05,357752.24,C3445538,77048.03,169001.9,RU,12,0
28,TXN0001516,CASH_OUT,5048.77,C5931029,161918.15,156869.38,C2379281,31002.36,198535.46,US,1,0
29,TXN0001517,PAYMENT,864.04,C4765958,122675.87,121811.83,M4673793,162305.06,29075.34,US,20,0
30,TXN0001518,PAYMENT,31.55,C1348529,418965.36,418933.81,M9107980,199674.52,38447.82,NG,17,0
31,TXN0001519,PAYMENT,9978.47,C9700184,313627.55,303649.08,M7704457,149358.56,141349.19,UA,12,0
32,TXN0001520,CASH_IN,2813.17,C5421758,185114.25,182301.08,C8236259,64030.94,71414.83,UA,7,0
33,TXN0001521,CASH_IN,783.83,C3256414,429972.35,429188.51999999996,C6396602,159111.42,115791.69,KE,7,0
34,TXN0001522,PAYMENT,155.56,C9513662,267679.96,267524.4,M8981554,45564.89,69668.56,US,19,0
35,TXN0001523,CASH_OUT,35.91,C4757489,134566.72,134530.81,C8806211,99426.59,87236.85,DE,14,0
36,TXN0001524,CASH_IN,116.23,C3874628,279979.36,279863.13,C1371031,179168.33,95325.29,RU,1,0
37,TXN0001525,CASH_OUT,2159.21,C2069997,32706.38,30547.170000000002,C6946051,179305.79,5515.39,MX,18,0
38,TXN0001526,CASH_OUT,10605.97,C8228128,493103.3,482497.33,C3237355,139441.19,60932.21,US,14,0
39,TXN0001527,PAYMENT,5358.76,C9522069,72116.53,66757.77,M7830709,117374.49,172546.81,RU,21,0
40,TXN0001528,CASH_IN,92.05,C1888704,293723.84,293631.79000000004,C7012107,122770.09,105954.4,GB,2,0
41,TXN0001529,CASH_OUT,26.07,C4265164,489890.98,489864.91,C5174163,5897.51,185765.24,GB,5,0
42,TXN0001530,CASH_OUT,324.33,C6566514,47080.71,46756.38,C2494946,77490.23,81514.84,NG,22,0
43,TXN0001531,CASH_OUT,7.12,C3323803,91494.8,91487.68000000001,C6759540,175812.91,99936.36,US,5,0
44,TXN0001532,PAYMENT,467.0,C7734840,113320.1,112853.1,M4365631,16313.68,90345.5,KE,20,0
45,TXN0001533,PAYMENT,182.14,C5324626,439650.63,439468.49,M1342267,11829.24,74629.4,US,17,0
46,TXN0001534,PAYMENT,96.34,C9877176,2330.51,2234.17,M1211031,160007.63,113615.73,US,0,0
47,TXN0001535,TRANSFER,10.08,C2164158,94241.05,94230.97,C3892273,195154.87,19393.16,CN,5,0
48,TXN0001536,CASH_OUT,683.48,C3594951,286992.51,286309.03,C7277502,154396.72,101465.75,UA,22,0
49,TXN0001537,DEBIT,84.32,C8467647,311041.31,310956.99,C1509048,161440.97,62333.07,UA,3,0
50,TXN0001538,PAYMENT,23.57,C6856154,295053.16,295029.58999999997,M4026890,99530.21,120700.67,US,3,0
51,TXN0001539,CASH_IN,0.78,C6660577,464303.24,464302.45999999996,C8628047,156812.53,188802.22,RU,12,0
52,TXN0001540,CASH_OUT,231.59,C2098296,123111.09,122879.5,C6676469,80856.94,71664.28,US,15,0
53,TXN0001541,CASH_IN,8471.84,C9060167,423887.08,415415.24,C2657259,64110.61,105467.5,US,20,0
54,TXN0001542,CASH_OUT,6785.33,C9924232,197092.46,190307.13,C9752217,27095.13,152704.52,RU,6,0
55,TXN0001543,PAYMENT,98.08,C8152449,217569.41,217471.33000000002,M7781989,98247.88,64302.9,US,0,0
56,TXN0001544,TRANSFER,73.37,C7523126,248807.3,248733.93,C6132109,139780.33,105510.03,GB,9,0
57,TXN0001545,PAYMENT,624.87,C2496317,446046.27,445421.4,M6152615,108557.41,128186.49,MX,18,0
58,TXN0001546,CASH_OUT,33.22,C9963934,23603.77,23570.55,C1469143,107552.73,164749.23,US,6,0
59,TXN0001547,CASH_OUT,447.46,C8278024,261992.22,261544.76,C9529114,8944.14,42898.63,US,11,0
60,TXN0001548,TRANSFER,1132.47,C4115619,356205.29,355072.82,C4717279,114229.07,122603.41,US,6,0
61,TXN0001549,PAYMENT,2846.56,C7400318,450160.35,447313.79,M4456607,947.76,48077.48,US,9,0
62,TXN0001550,DEBIT,200.28,C6549075,493542.75,493342.47,C3970536,183516.74,80391.75,DE,11,0
63,TXN0001551,PAYMENT,162.82,C5130100,440972.39,440809.57,M5331630,142034.49,180417.56,NG,18,0
64,TXN0001552,TRANSFER,42.27,C5573719,345140.63,345098.36,C7865293,168526.85,37899.3,NG,13,0
65,TXN0001553,DEBIT,46.82,C5251774,313268.55,313221.73,C1174981,153425.32,25777.65,US,22,0
66,TXN0001554,CASH_OUT,155.56,C2183202,57639.2,57483.64,C2918984,107387.94,33473.35,UA,15,0
67,TXN0001555,CASH_OUT,510.16,C7680763,268130.04,267619.88,C5778264,152197.86,78981.25,US,18,0
68,TXN0001556,DEBIT,1521.07,C4391113,277374.99,275853.92,C2451280,103645.11,7139.04,RU,4,0
69,TXN0001557,TRANSFER,49.09,C2869093,19015.63,18966.54,C4836027,161281.82,48350.37,US,2,0
70,TXN0001558,CASH_OUT,4843.42,C8350241,221011.91,216168.49,C3395093,153358.04,37793.88,GB,21,0
71,TXN0001559,PAYMENT,142.27,C6333834,284400.68,284258.41,M1734135,171897.51,50160.43,KE,10,0
72,TXN0001560,PAYMENT,234.46,C8751668,450781.41,450546.94999999995,M4366336,30619.5,58361.12,US,12,0
73,TXN0001561,PAYMENT,54.9,C4086389,167944.31,167889.41,M4260468,174267.46,13876.58,MX,0,0
74,TXN0001562,PAYMENT,1.92,C9867708,278426.57,278424.65,M5828592,11342.63,136952.57,US,10,0
75,TXN0001563,TRANSFER,1433.81,C9963626,309293.11,307859.3,C1292960,28697.3,20758.52,US,10,0
76,TXN0001564,PAYMENT,1068.15,C7395699,281355.83,280287.68,M1057394,23928.42,44903.61,GB,18,0
77,TXN0001565,CASH_OUT,139.4,C2240239,324431.31,324291.91,C1332077,56493.69,123209.82,UA,18,0
78,TXN0001566,TRANSFER,279.77,C4987424,306304.25,306024.48,C9230270,183885.3,30627.58,US,20,0
79,TXN0001567,CASH_OUT,686.69,C7042065,72203.7,71517.01,C4755409,77690.36,51442.19,CN,5,0
80,TXN0001568,PAYMENT,10.75,C1351266,402725.24,402714.49,M8243337,82074.29,175961.01,US,14,0
81,TXN0001569,DEBIT,84.94,C7748315,420067.67,419982.73,C3097558,84228.13,83545.13,US,12,0
82,TXN0001570,CASH_OUT,1198.14,C8447286,231758.58,230560.43999999997,C7516989,144661.54,41183.02,US,21,0
83,TXN0001571,PAYMENT,19.91,C4203862,474002.5,473982.59,M4264878,72682.98,92675.19,MX,19,0
84,TXN0001572,DEBIT,440.15,C7848595,322000.02,321559.87,C7288379,94046.49,108565.74,US,4,0
85,TXN0001573,TRANSFER,16.23,C7914190,99704.87,99688.64,C1853720,187424.4,86356.76,US,5,0
86,TXN0001574,CASH_IN,621.95,C1399891,192985.34,192363.38999999998,C4463711,196726.51,136126.03,BR,8,0
87,TXN0001575,DEBIT,227.86,C7742368,75341.63,75113.77,C4318696,173606.02,26111.02,US,7,0
88,TXN0001576,CASH_IN,9.68,C6305200,367658.81,367649.13,C9901791,19412.92,13071.81,DE,21,0
89,TXN0001577,PAYMENT,2513.62,C1885043,426300.46,423786.84,M6561791,40601.41,30120.59,US,11,0
90,TXN0001578,PAYMENT,56.31,C2107683,311615.84,311559.53,M7089123,95017.47,140720.64,US,14,0
91,TXN0001579,PAYMENT,48.4,C2702878,450408.53,450360.13,M3681207,23688.09,182046.3,US,13,0
92,TXN0001580,TRANSFER,365.45,C8878038,344981.86,344616.41,C5718333,29329.26,88980.78,UA,3,0
93,TXN0001581,DEBIT,2433.96,C3274969,236406.54,233972.58000000002,C7391266,117235.07,197554.61,NG,0,0
94,TXN0001582,TRANSFER,32.08,C8397687,223666.71,223634.63,C4050662,113356.6,177120.77,US,15,0
95,TXN0001583,CASH_IN,276.82,C7207035,88617.74,88340.92,C2155782,78723.15,29897.2,CN,21,0
96,TXN0001584,CASH_IN,576.88,C4307323,146174.73,145597.85,C6380429,70942.37,196714.18,GB,2,0
97,TXN0001585,TRANSFER,978.69,C8008491,182607.99,181629.3,C3836358,104086.32,183185.01,US,16,0
98,TXN0001586,TRANSFER,348.24,C3799814,324702.56,324354.32,C1872600,86589.93,8091.15,MX,8,0
99,TXN0001587,CASH_OUT,117.44,C8685433,166459.43,166341.99,C2346274,114730.52,60542.09,US,19,0
100,TXN0001588,PAYMENT,46.75,C8887321,194198.57,194151.82,M7375626,139371.22,67126.98,BR,8,0
101,TXN0001589,DEBIT,290.7,C8122166,353640.26,353349.56,C7831599,143823.42,110476.53,US,11,0
102,TXN0001590,TRANSFER,28.67,C5474022,456678.68,456650.01,C2397644,182668.34,172295.83,UA,2,0
103,TXN0001591,DEBIT,0.71,C1386001,403113.33,403112.62,C3156305,35421.44,12991.83,US,2,0
104,TXN0001592,CASH_OUT,585.88,C4975282,431845.2,431259.32,C2466111,68226.96,181782.29,US,0,0
105,TXN0001593,PAYMENT,1492.0,C8730320,393065.82,391573.82,M6551591,11233.28,27742.99,US,3,0
106,TXN0001594,CASH_IN,2.17,C2361565,45851.94,45849.770000000004,C4113428,86593.87,137120.2,KE,0,0
107,TXN0001595,PAYMENT,32.48,C2332311,160202.48,160170.0,M7491120,163510.19,141647.53,RU,15,0
108,TXN0001596,TRANSFER,844.13,C4121650,144031.75,143187.62,C8872045,101516.88,15911.66,BR,1,0
109,TXN0001597,CASH_IN,14987.79,C5416796,439088.32,424100.53,C3414120,139993.4,140573.62,CN,6,0
110,TXN0001598,PAYMENT,255.08,C4138145,378143.12,377888.04,M6392288,127059.38,118461.64,US,12,0
111,TXN0001599,CASH_OUT,57.05,C9500251,109129.11,109072.06,C5788268,106110.17,130968.43,US,11,0
112,TXN0001600,CASH_IN,169.73,C5222291,377148.55,376978.82,C5721932,98784.61,180538.69,US,2,0
113,TXN0001601,PAYMENT,3826.68,C8215793,337017.51,333190.83,M2341365,2399.79,148853.74,UA,14,0
114,TXN0001602,PAYMENT,67.23,C7064624,284600.56,284533.33,M2105263,90157.39,148438.53,MX,10,0
115,TXN0001603,TRANSFER,49.48,C9383489,381706.24,381656.76,C6037311,117445.83,8539.9,US,23,0
116,TXN0001604,TRANSFER,93.18,C8800479,162183.89,162090.71000000002,C8745037,179817.91,90435.28,GB,12,0
117,TXN0001605,PAYMENT,36.36,C7468693,474817.05,474780.69,M8039672,76291.47,174050.1,DE,10,0
118,TXN0001606,PAYMENT,312.73,C7135596,217190.63,216877.9,M1234044,30207.73,189208.59,GB,5,0
119,TXN0001607,PAYMENT,6306.63,C1274967,236144.11,229837.47999999998,M7564784,4336.13,78446.38,US,6,0
120,TXN0001608,TRANSFER,466.92,C5658522,94973.03,94506.11,C4820831,189466.18,31964.13,CN,15,0
121,TXN0001609,CASH_IN,147.72,C2002613,480719.71,480571.99000000005,C6928554,141204.82,121563.53,US,10,0
122,TXN0001610,PAYMENT,136.51,C9703393,401811.02,401674.51,M9291830,191371.34,126301.72,NG,0,0
123,TXN0001611,TRANSFER,10.74,C6211203,305813.38,305802.64,C8197382,144951.35,161424.86,CN,16,0
124,TXN0001612,DEBIT,1431.13,C7200314,31562.5,30131.37,C8944398,49221.97,188915.35,NG,13,0
125,TXN0001613,CASH_OUT,209.42,C6243501,393403.07,393193.65,C8989103,139665.91,180371.16,RU,18,0
126,TXN0001614,CASH_IN,170.55,C4840752,406660.95,406490.4,C4976500,93950.51,3879.46,US,18,0
127,TXN0001615,CASH_OUT,145250.5,C2603610,375096.16,229845.65999999997,C7444855,92537.85,180086.11,CN,2,0
128,TXN0001616,CASH_IN,444.75,C5462862,224742.46,224297.71,C2122822,142381.52,72756.49,GB,8,0
129,TXN0001617,DEBIT,54.4,C8948154,111666.66,111612.26000000001,C5137020,164967.36,96510.62,US,11,0
130,TXN0001618,PAYMENT,104.3,C5576112,242348.86,242244.56,M6369307,40011.67,162145.72,US,17,0
131,TXN0001619,PAYMENT,2433.03,C3019346,366709.96,364276.93,M5959673,104700.44,100825.85,MX,6,0
132,TXN0001620,PAYMENT,306.91,C7308382,350323.05,350016.14,M8096616,52197.58,28811.92,DE,9,0
133,TXN0001621,PAYMENT,13.78,C8070308,184315.82,184302.04,M2320529,89337.02,76403.89,GB,4,0
134,TXN0001622,PAYMENT,1538.34,C8451420,53872.44,52334.100000000006,M6269505,39556.14,121308.49,US,8,0
135,TXN0001623,PAYMENT,64.31,C3156470,478052.78,477988.47000000003,M6415747,110515.02,73764.4,US,10,0
136,TXN0001624,TRANSFER,10369.2,C7291943,314445.17,304075.97,C1427236,122616.41,152106.3,BR,12,0
137,TXN0001625,CASH_OUT,2121.96,C6436055,441629.81,439507.85,C1660711,99335.32,185389.75,US,22,0
138,TXN0001626,PAYMENT,100.02,C2715524,81690.87,81590.84999999999,M9770802,150931.91,194463.89,MX,2,0
139,TXN0001627,TRANSFER,3171.73,C7922980,375425.35,372253.62,C6764200,83270.58,157945.74,RU,17,0
140,TXN0001628,CASH_OUT,280.26,C2501119,224249.07,223968.81,C4477154,11302.84,136704.39,US,8,0
141,TXN0001629,PAYMENT,1346.88,C4783595,21197.42,19850.539999999997,M9031139,189993.2,190884.2,US,7,0
142,TXN0001630,PAYMENT,645.14,C6359632,193762.63,193117.49,M6418206,3851.15,153107.34,CN,12,0
143,TXN0001631,TRANSFER,45.03,C7961516,20065.01,20019.98,C2140205,98293.01,69876.31,CN,6,0
144,TXN0001632,PAYMENT,67.55,C7175999,449289.49,449221.94,M9542096,30451.17,1469.99,US,6,0
145,TXN0001633,CASH_OUT,1919.7,C5721396,278131.36,276211.66,C5456812,150834.29,51255.65,RU,5,0
146,TXN0001634,PAYMENT,125.27,C5367811,59583.83,59458.560000000005,M7587279,89108.69,193546.95,US,0,0
147,TXN0001635,CASH_OUT,109.15,C7806362,92416.02,92306.87000000001,C4432451,174846.86,40028.53,US,3,0
148,TXN0001636,CASH_OUT,36.23,C6009840,443326.08,443289.85000000003,C4596069,129566.02,45962.01,GB,11,0
149,TXN0001637,DEBIT,570.89,C5233438,255549.69,254978.8,C4637402,165917.44,172071.6,US,6,0
150,TXN0001638,PAYMENT,15139.31,C7519151,228942.17,213802.86000000002,M6492169,184163.79,96035.11,US,5,0
151,TXN0001639,CASH_OUT,28.93,C5169447,308185.16,308156.23,C2303155,171433.2,189357.42,UA,0,0
152,TXN0001640,CASH_IN,256.84,C6090988,190710.46,190453.62,C8466878,19446.53,73609.95,CN,5,0
153,TXN0001641,CASH_OUT,4123.43,C8099541,38049.75,33926.32,C7254897,6998.55,24015.3,NG,0,0
154,TXN0001642,PAYMENT,208.66,C8665973,60162.51,59953.85,M4433725,158552.51,176058.11,CN,21,0
155,TXN0001643,CASH_IN,604.71,C3928988,56293.38,55688.67,C1240653,173958.36,115955.4,MX,14,0
156,TXN0001644,CASH_OUT,29.23,C5530969,351438.36,351409.13,C1378476,43095.11,79507.79,NG,23,0
157,TXN0001645,TRANSFER,576.29,C1623460,216243.76,215667.47,C9345380,115352.14,8806.74,NG,5,0
158,TXN0001646,PAYMENT,168.29,C5711426,359435.42,359267.13,M5723937,4882.58,54392.49,US,8,0
159,TXN0001647,DEBIT,1757.17,C4939600,405176.96,403419.79000000004,C8516010,174704.18,167078.5,KE,1,0
160,TXN0001648,TRANSFER,2630.09,C9196133,357784.66,355154.56999999995,C4884275,119609.82,91251.5,MX,9,0
161,TXN0001649,TRANSFER,43439.62,C3749697,329300.67,285861.05,C7262388,64142.25,127862.84,US,17,0
162,TXN0001650,TRANSFER,779.98,C7740736,233742.09,232962.11,C7242968,134531.59,177885.82,US,9,0
163,TXN0001651,CASH_OUT,469.46,C7842181,480693.21,480223.75,C7045314,66560.82,71733.74,US,8,0
164,TXN0001652,TRANSFER,360.96,C3756096,171726.88,171365.92,C1717322,68329.98,126539.49,UA,20,0
165,TXN0001653,CASH_OUT,120.74,C3340778,412342.75,412222.01,C4452965,198100.79,108799.35,US,13,0
166,TXN0001654,CASH_OUT,481.53,C1067788,467252.63,466771.1,C5273444,136802.14,157544.85,BR,5,0
167,TXN0001655,TRANSFER,135.53,C6460770,274225.35,274089.81999999995,C7263305,43814.28,70226.87,US,21,0
168,TXN0001656,TRANSFER,342.72,C2785542,320234.67,319891.95,C4788543,37666.23,119.22,NG,22,0
169,TXN0001657,DEBIT,3412.48,C9464291,247601.46,244188.97999999998,C2808598,190022.12,48366.67,UA,22,0
170,TXN0001658,TRANSFER,32.68,C4510532,475775.29,475742.61,C2620464,24215.11,37142.82,US,0,0
171,TXN0001659,DEBIT,2391.69,C2196822,126716.95,124325.26,C2124440,188974.92,132317.01,KE,13,0
172,TXN0001660,PAYMENT,3409.19,C6036779,193873.66,190464.47,M6757430,123851.55,183911.14,US,13,0
173,TXN0001661,CASH_OUT,193.23,C1702543,488506.73,488313.5,C9243207,140126.3,172234.97,RU,11,1
174,TXN0001662,TRANSFER,3.51,C2644281,344295.57,344292.06,C8091757,136969.63,198927.66,CN,11,0
175,TXN0001663,TRANSFER,72.56,C9178027,237435.89,237363.33000000002,C2456742,166126.01,126259.76,RU,2,0
176,TXN0001664,PAYMENT,3274.72,C7372844,120689.32,117414.6,M6660342,64574.5,110525.15,KE,1,0
177,TXN0001665,CASH_OUT,233.75,C8569862,306858.63,306624.88,C4633195,172543.34,156166.98,US,21,0
178,TXN0001666,CASH_IN,33.16,C8456297,251036.31,251003.15,C2159299,113009.99,160261.54,NG,22,0
179,TXN0001667,CASH_OUT,89.16,C1817300,292830.53,292741.37000000005,C5248063,90345.19,170711.01,BR,15,0
180,TXN0001668,PAYMENT,1314.54,C6560231,54837.29,53522.75,M8159368,39824.62,97249.49,US,2,0
181,TXN0001669,PAYMENT,730.31,C3963386,21937.34,21207.03,M7320306,173113.12,116713.96,US,10,0
182,TXN0001670,TRANSFER,151.74,C8460264,50768.86,50617.12,C2947659,121041.19,4735.64,US,23,0
183,TXN0001671,TRANSFER,117.49,C8213757,354204.4,354086.91000000003,C1344563,21265.62,94731.6,UA,11,0
184,TXN0001672,PAYMENT,111.77,C8084267,32587.67,32475.899999999998,M2123042,71528.52,80265.39,US,21,0
185,TXN0001673,CASH_IN,38.67,C3307324,12054.64,12015.97,C3030225,132928.19,89220.42,US,5,0
186,TXN0001674,CASH_IN,6190.38,C7263217,238939.87,232749.49,C5412519,37102.04,82651.15,KE,21,0
187,TXN0001675,CASH_OUT,128.43,C4896479,73693.62,73565.19,C4396501,74371.71,102039.21,US,22,0
188,TXN0001676,PAYMENT,2791.45,C9800708,292786.43,289994.98,M5460852,63905.84,48735.23,US,4,0
189,TXN0001677,TRANSFER,5128.83,C4582959,332018.18,326889.35,C4165307,77571.51,126679.31,NG,6,0
190,TXN0001678,CASH_OUT,1801.94,C2189815,333541.17,331739.23,C3451359,13598.8,102676.92,DE,4,0
191,TXN0001679,CASH_IN,103.21,C3763756,313470.47,313367.25999999995,C5145110,72344.5,45068.41,NG,20,0
192,TXN0001680,PAYMENT,548.65,C2001147,21454.45,20905.8,M8245593,5533.05,134331.2,US,12,0
193,TXN0001681,CASH_IN,233.13,C7556137,303218.26,302985.13,C8546867,181501.58,95873.16,DE,23,0
194,TXN0001682,CASH_IN,40.15,C9548784,323020.48,322980.32999999996,C7820472,48268.12,104251.7,MX,5,0
195,TXN0001683,TRANSFER,468.12,C2259220,299910.89,299442.77,C8260198,178330.09,29112.76,NG,17,0
196,TXN0001684,CASH_OUT,23.15,C7199535,196633.67,196610.52000000002,C5653822,107058.19,65417.55,NG,10,0
197,TXN0001685,TRANSFER,2631.63,C8883813,243893.76,241262.13,C9580538,112037.54,136436.76,MX,22,0
198,TXN0001686,CASH_OUT,96.62,C3302963,168537.63,168441.01,C8874018,123273.33,12586.87,BR,10,0
199,TXN0001687,CASH_OUT,365.89,C5550839,297216.91,296851.01999999996,C5847725,113202.98,69702.64,US,10,0
200,TXN0001688,TRANSFER,431.2,C6620341,338050.06,337618.86,C9685090,131822.23,153662.81,US,19,0
201,TXN0001689,DEBIT,145.79,C3336691,94983.03,94837.24,C5949535,108555.18,64228.5,BR,22,0
202,TXN0001690,DEBIT,791.07,C9726042,58605.38,57814.31,C3909431,127719.07,41146.77,MX,9,0
203,TXN0001691,DEBIT,94.65,C6660164,443636.63,443541.98,C4071536,49126.76,96868.66,GB,11,0
204,TXN0001692,PAYMENT,1397.72,C8702071,73169.96,71772.24,M6727732,24885.86,75312.4,CN,8,0
205,TXN0001693,CASH_OUT,16.58,C7594804,33273.2,33256.619999999995,C1054812,90952.11,198170.75,GB,8,0
206,TXN0001694,CASH_OUT,315.06,C5648826,283726.82,283411.76,C9575143,125622.55,97911.92,US,1,0
207,TXN0001695,PAYMENT,11823.66,C8334532,156570.99,144747.33,M7490848,72266.99,160259.96,US,3,0
208,TXN0001696,PAYMENT,33.09,C2179102,53730.81,53697.72,M5653261,156774.13,185149.56,RU,4,0
209,TXN0001697,CASH_OUT,63.09,C4437529,445655.77,445592.68,C1670038,195367.25,143914.39,CN,0,0
210,TXN0001698,PAYMENT,683.9,C5037944,110218.8,109534.90000000001,M4866952,185570.31,70710.29,CN,8,0
211,TXN0001699,PAYMENT,350.43,C1385105,381175.61,380825.18,M6313642,40628.24,123259.33,US,12,0
212,TXN0001700,CASH_IN,493.37,C2529708,404775.17,404281.8,C5525304,169076.45,44194.7,US,7,0
213,TXN0001701,TRANSFER,650.91,C3779020,458812.77,458161.86000000004,C3911570,61698.85,115927.51,US,0,0
214,TXN0001702,CASH_OUT,870.83,C7487804,106693.91,105823.08,C8485410,88826.61,30077.11,US,2,0
215,TXN0001703,DEBIT,2251.61,C7378070,270632.31,268380.7,C1386322,98303.97,157917.55,US,21,0
216,TXN0001704,CASH_OUT,555.37,C6403606,249516.08,248960.71,C1347553,74592.21,140691.28,CN,14,0
217,TXN0001705,CASH_OUT,151.03,C7336155,394034.98,393883.94999999995,C3824975,54828.35,142986.76,US,10,0
218,TXN0001706,DEBIT,939.31,C7366014,480327.54,479388.23,C8880476,48814.58,139516.18,BR,18,0
219,TXN0001707,TRANSFER,10935.44,C1367073,285828.26,274892.82,C7524153,144835.7,181837.61,US,0,0
220,TXN0001708,PAYMENT,187.68,C5276944,114278.42,114090.74,M6842330,95706.15,33708.33,US,8,0
221,TXN0001709,DEBIT,34.85,C9676669,405071.08,405036.23000000004,C9907637,72914.37,152142.05,DE,12,0
222,TXN0001710,PAYMENT,2239.84,C3663444,307724.98,305485.13999999996,M2549825,15851.07,186402.02,RU,8,0
223,TXN0001711,TRANSFER,192.33,C5918288,429250.13,429057.8,C3376224,62319.67,104101.59,US,5,0
224,TXN0001712,PAYMENT,3.17,C2548050,286304.52,286301.35000000003,M1874873,35188.79,109587.71,GB,23,0
225,TXN0001713,CASH_IN,1332.54,C3817334,8590.91,7258.37,C4963537,142505.81,13476.42,KE,19,0
226,TXN0001714,PAYMENT,83.88,C3998601,62068.64,61984.76,M9958250,144641.7,30543.72,NG,11,0
227,TXN0001715,CASH_IN,204.17,C5121265,162738.93,162534.75999999998,C1146741,102649.18,4143.59,US,8,0
228,TXN0001716,CASH_OUT,475.31,C1953785,67474.55,66999.24,C7606962,48385.11,121793.82,US,4,0
229,TXN0001717,TRANSFER,358.17,C5685491,122894.46,122536.29000000001,C8757872,32417.38,121202.15,US,3,0
230,TXN0001718,PAYMENT,1011.21,C7332142,286.7,0.0,M3280095,135505.08,79003.38,NG,15,0
231,TXN0001719,CASH_OUT,102.41,C7776291,233310.11,233207.69999999998,C9808890,121103.43,143671.17,BR,16,0
232,TXN0001720,CASH_OUT,682.81,C5218292,468435.05,467752.24,C9782376,7283.33,14683.41,US,15,0
233,TXN0001721,CASH_IN,145.61,C6007028,302197.88,302052.27,C2938375,59903.59,4775.17,NG,12,0
234,TXN0001722,TRANSFER,1072.36,C1269132,217768.77,216696.41,C4616671,118085.98,151751.24,CN,4,0
235,TXN0001723,PAYMENT,837.76,C6066251,122245.89,121408.13,M7649830,180732.74,50583.99,US,7,0
236,TXN0001724,TRANSFER,37.68,C8804839,441191.72,441154.04,C7233861,49073.2,29107.49,NG,13,0
237,TXN0001725,CASH_OUT,2147.3,C2699277,187017.82,184870.52000000002,C5956293,174422.58,15624.7,US,12,0
238,TXN0001726,PAYMENT,83.77,C9599355,20262.21,20178.44,M9004545,13551.13,66290.47,KE,15,0
239,TXN0001727,TRANSFER,1231.66,C9501309,5528.09,4296.43,C3784101,53921.72,4936.7,US,23,0
240,TXN0001728,PAYMENT,510.08,C9742456,12069.92,11559.84,M7228817,92058.19,124354.53,NG,19,0
241,TXN0001729,PAYMENT,9665.98,C1854234,292810.58,283144.60000000003,M9673779,86681.64,102794.33,UA,15,0
242,TXN0001730,CASH_OUT,156.5,C9488394,499322.27,499165.77,C2128925,142854.23,146289.97,US,12,0
243,TXN0001731,CASH_OUT,121.68,C3415105,381054.38,380932.7,C3385908,78879.88,8378.33,US,19,0
244,TXN0001732,TRANSFER,235.37,C3230397,209187.94,208952.57,C4263058,113637.37,198085.26,US,4,0
245,TXN0001733,PAYMENT,133.44,C2111125,429420.33,429286.89,M3741253,157402.43,43818.89,US,15,0
246,TXN0001734,CASH_IN,1211.83,C3778372,57118.51,55906.68,C9279258,123359.67,195891.63,BR,10,0
247,TXN0001735,DEBIT,9.65,C5329920,315762.26,315752.61,C6546545,133550.37,167071.73,US,4,0
248,TXN0001736,CASH_OUT,29.74,C5680249,113099.45,113069.70999999999,C5115393,187988.01,60113.79,US,15,0
249,TXN0001737,CASH_IN,28.92,C7789891,476050.23,476021.31,C1860445,21299.36,29594.39,US,8,0
250,TXN0001738,PAYMENT,1636.99,C4673414,232173.79,230536.80000000002,M5173131,139476.34,101168.73,US,3,0
251,TXN0001739,TRANSFER,7489.27,C7708381,283286.43,275797.16,C8034544,96234.73,185681.97,US,7,0
252,TXN0001740,PAYMENT,198.56,C6267324,217811.71,217613.15,M1954674,82844.58,195671.72,GB,4,0
253,TXN0001741,TRANSFER,174.58,C7213946,154003.71,153829.13,C2983509,79268.93,42805.71,RU,15,0
254,TXN0001742,TRANSFER,281.49,C4944513,121617.94,121336.45,C5806128,65428.58,75369.53,GB,10,0
255,TXN0001743,PAYMENT,2499.28,C2377323,398097.15,395597.87,M2380936,85708.52,179316.26,US,17,0
256,TXN0001744,CASH_IN,38.29,C3548252,1043.63,1005.3400000000001,C1861640,58284.61,168715.96,US,4,0
257,TXN0001745,CASH_OUT,394.15,C6993668,20214.92,19820.769999999997,C2468345,199263.11,16469.16,UA,10,0
258,TXN0001746,PAYMENT,1720.54,C1003575,394771.34,393050.80000000005,M4225388,21507.69,118674.03,UA,15,0
259,TXN0001747,CASH_OUT,666.6,C9826283,415901.11,415234.51,C2202646,170479.09,31478.81,US,2,0
260,TXN0001748,DEBIT,357.51,C9638445,248207.76,247850.25,C2612629,6406.75,170431.29,US,9,0
